,CtrlFemaleFB1,CtrlFemaleFB2,CtrlFemaleFB3,NitoKDFemaleFB1,NitoKDFemaleFB2,NitoKDFemaleFB3,CtrlMaleFB1,CtrlMaleFB2,CtrlMaleFB3,NitoKDMaleFB1,NitoKDMaleFB2,NitoKDMaleFB3
Nse4,229.3737945,225.5317244,198.3376299,143.7595887,124.6674992,146.0675653,785.4909196,732.8576746,789.6443464,861.9540544,754.9398237,833.4995433
loh,99.77760059,118.9371283,153.7771932,43.97352125,68.65746335,87.12802143,346.6733962,259.5037012,484.5890642,179.2035062,334.2481662,234.3666792
LManII,18517.34643,25811.60094,7545.567275,140828.5844,110195.2287,110865.2821,46159.676,26309.19005,9682.652448,159397.8162,124740.8393,116252.9215
RluA-2,480.5380994,523.9965936,871.1128501,297.6669131,285.4705055,399.763863,418.4249706,478.9605349,562.1841734,238.4443346,291.0264206,241.4153011
Grip75,280.9828982,338.8586108,304.0594502,414.3658733,354.1279689,335.6991414,556.6411613,562.2580192,726.5032281,536.1294978,437.9803557,514.5494009
CG13144,10.32182075,12.34253218,31.45442588,10.14773567,12.64742746,0,5.286958113,8.009373493,7.607363645,10.36714498,7.203624272,0
Cog4,4782.443614,4147.090813,4830.875575,3886.582763,4545.846784,3864.384009,3602.684314,4216.935144,3722.283032,3683.298511,2985.181898,3330.473862
RluA-1,181.2052976,56.10241901,130.1863738,35.51707486,23.48807957,0,157.8534636,114.5340409,169.6442093,56.27878706,103.7321895,31.71879869
LManI,1646.903844,2503.289936,745.2951465,19456.59186,12192.12007,13348.5254,3870.053338,2253.837701,756.9326827,20156.69189,16538.0806,17609.21974
TBC1D16,134.1836698,111.0827896,92.61580953,304.4320702,207.7791654,220.3826424,212.2336042,163.3912193,188.6626184,234.0012725,243.4825004,103.9671735
Bug22,955.3418539,1197.225622,1206.626726,970.8000461,984.6925665,1130.10169,2428.224333,2454.072038,2591.828794,2365.190077,2800.769117,2470.541987
pie,100.9244696,115.5709832,96.11074574,74.41672827,68.65746335,46.12659958,499.2399018,481.3633469,750.0860554,331.7486395,414.928758,509.2629345
CG5355,15286.61653,15175.70434,17124.31369,20931.39611,23466.39826,21425.8055,13157.72818,14700.40411,14193.81909,17520.47502,16607.2354,16146.63069
Cdk1,448.4257682,826.9496562,453.4679731,549.6690156,478.7954681,640.6472164,1057.391623,1374.408491,1243.803956,968.5875457,1184.27583,1147.163219
CG33303,29399.9861,29038.61208,31185.31579,22844.24429,28259.77327,24083.21016,22844.946,25707.6861,21703.04774,17342.75254,17539.38438,17755.47864
Cand1,6336.451072,5899.730383,5699.367223,12349.79431,12817.26434,11995.47848,6366.252847,6029.456365,7061.915672,9007.567971,8331.711832,7549.074088
CG5367,59.63718656,76.29928985,60.2876496,23.6780499,57.81681124,5.125177731,71.75157438,80.09373493,60.85890916,59.24082848,25.93304738,42.29173158
Schip1,52.75597272,56.10241901,48.92910692,91.32962106,65.04391265,117.8790878,149.5453866,189.0212144,284.5154003,174.760444,259.3304738,118.0644173
RnrL,2854.556872,2358.545695,4001.701959,1202.506677,1393.023796,1265.9189,1494.698586,1997.537749,3004.90864,839.7387438,808.2466433,949.8018052
CG5381,3610.343525,2752.384677,4204.408259,2313.683733,2905.294765,2823.97293,2132.154679,2288.278007,2838.307376,2372.595181,2375.755285,1989.47354
Usp14,11212.93794,11341.66503,12863.11272,10854.69459,10999.64834,11306.14207,10303.52608,11117.01041,9723.732211,9958.383268,9763.792338,9753.530597
Cdk5alpha,35.55293814,122.3032734,94.36327764,118.3902495,110.2132964,130.6920321,97.43108522,128.1499759,162.797582,127.3677812,161.3611837,204.410036
CG5390,20774.38456,26378.23537,19097.20518,52174.58296,47619.37116,51356.84345,20700.70685,19301.78918,11732.07621,64440.6922,58373.84892,56475.32106
nmd,2754.779271,2750.14058,3651.334604,1515.395194,1593.57586,1550.366264,2658.584651,3013.126308,3290.184777,1892.74447,2029.98132,2075.819159
CG13138,0,2.24409676,10.48480863,3.382578558,10.84065211,0,21.14783245,6.407498794,10.6503091,5.924082848,15.8479734,12.33508838
CYLD,844.0955636,1055.847526,737.4315401,1177.137338,990.1128925,896.9061029,2667.648008,2505.332029,2682.356421,2425.911926,2894.416232,2294.326438
Hand,647.9809693,737.1857858,775.0021043,419.4397412,419.1718815,328.0113748,474.3156707,459.7380385,540.8835552,485.7747936,468.2355776,251.988234
Ufd4,25570.59061,20995.76929,21123.39445,23135.14605,23654.3029,21656.4385,22600.99065,20919.68263,22971.19526,18566.07565,18117.11504,16914.93048
trk,18.34990356,4.488193521,5.242404313,3.382578558,0,0,3.021118921,12.81499759,10.6503091,0,17.28869825,7.048621931
Rsf1,1800.584286,2100.474568,1673.20071,3040.938123,2645.119114,2665.09242,1699.379393,2002.343373,1663.730429,2944.269176,2986.622623,3214.1716
CG5676,2645.826719,3253.940303,2664.888859,4163.954205,3848.431498,4228.271628,3512.806026,3540.143084,3191.289049,5525.688277,6363.681681,5603.654435
bsk,3113.74926,3422.24756,3346.40142,2937.769477,3181.731394,3026.41745,2830.03315,2756.826356,2631.387085,3110.143495,2760.428821,3080.247784
chico,2579.308319,2410.159921,2664.015125,3147.489348,2887.227011,2483.148611,2268.86031,2230.610518,2307.313394,2627.330743,2908.823481,2387.720679
CG6094,1253.527787,1329.627331,1591.069709,1001.243253,935.909632,1130.10169,1003.011482,1243.855703,1185.987992,900.4605929,1113.680312,1198.265728
Lrr47,280.9828982,327.638127,284.837301,383.9226663,411.9447801,410.0142185,525.6746923,552.646771,594.8958371,635.3578855,584.9342908,699.5757266
Lip4,4547.335475,5262.406903,4649.138892,8889.41645,7078.945827,9307.32276,3709.934036,3359.131243,2586.503639,7267.368634,8072.381359,7594.89013
CG18301,0,4.488193521,1.747468104,0,0,5.125177731,7.552797304,9.611248191,3.042945458,2.962041424,4.322174563,1.762155483
CG18302,2.293737945,1.12204838,0,0,0,0,1.510559461,3.203749397,0,4.443062136,1.440724854,10.5729329
CG6138,0,0,0,0,0,0,985.6400481,1063.6448,831.4848464,876.7642616,1593.441689,807.0672111
CG31872,0,0,0,0,3.613550703,0,1.510559461,0,1.521472729,7.40510356,0,0
CG18284,0,0,0,0,0,0,0,0,0,4.443062136,0,0
CG31871,2.293737945,2.24409676,12.23227673,10.14773567,0,0,1.510559461,11.21312289,15.21472729,2.962041424,14.40724854,17.62155483
CG17104,38.99354506,42.63783845,28.83322372,30.44320702,23.48807957,51.25177731,589.1181897,575.0730168,664.1228462,466.5215243,605.1044388,623.8030409
CG17105,777.5771632,932.4222039,157.2721294,427.8961875,281.8569548,525.3307174,2281.700065,420.4921084,364.3927186,442.8251929,1015.711022,946.2774942
CG17107,84.86830395,77.42133823,88.24713927,67.65157115,14.45420281,41.00142185,121.6000366,47.25530361,71.50921827,32.58245567,61.95116874,81.0591522
CG6415,36882.15928,42587.34627,46050.15322,46649.14089,51417.21295,48709.68916,30516.32223,33339.01716,26211.93218,35380.10379,42027.38472,34421.9452
CG6431,0,0,0,0,0,0,0.75527973,1.601874699,3.042945458,0,0,0
CG6443,769.5490804,853.8788173,831.7948177,710.3414971,773.2998504,912.2816361,1078.539455,1095.682294,936.4664647,1192.221673,1443.606304,1159.498308
CG17118,21.79051047,4.488193521,3.494936209,0,0,5.125177731,824.7654656,756.0848577,674.7731553,598.3323677,878.8421611,611.4679525
Dpy-30L1,1325.780532,1660.631603,1488.842825,1503.556169,1373.149267,1593.930274,1354.216557,1342.370997,1064.270174,1630.603804,1901.756808,1689.907108
CG12299,427.7821267,534.095029,501.523346,504.0042051,426.3989829,386.9509187,549.088364,494.1783445,784.3191918,451.7113172,364.5033881,345.3824746
CG6495,20.6436415,56.10241901,15.72721294,40.59094269,45.16938378,15.37553319,18.12671353,62.47311324,74.55216372,8.886124273,48.98464505,14.09724386
Ubc2,5210.225741,5275.871484,5345.504931,4913.195355,5884.667319,4920.170622,6184.230432,6509.217838,6048.614834,7011.152051,7745.336817,7316.469564
CG17124,4460.173433,4471.362795,4977.662895,3522.955568,5530.53935,5035.487121,5221.248776,4329.86731,3535.141886,3629.981765,5153.472804,3758.677645
CG6729,1098.700475,1189.371283,1155.950151,1292.145009,1067.804233,1137.789456,1159.354386,1206.211648,1321.399065,1152.234114,1024.355371,953.3261161
Vha16-5,4.587475889,6.732290281,1.747468104,0,3.613550703,0,627.6374559,657.5695638,687.7056735,494.6609178,654.0890839,703.1000376
Nup107,2477.23698,2435.967033,3529.885571,1823.209843,1846.524409,1696.433829,1941.068907,2212.989896,2815.485285,1467.691526,1393.180934,1455.540429
EMC3,3632.134035,4016.933201,5106.101801,2029.547135,2318.092776,2344.768812,3472.020921,3905.370515,3783.902677,2451.089279,2854.075936,3358.66835
Lip2,373.879285,630.5911897,422.8872813,1251.554066,1262.935971,1335.108799,826.276025,647.1573782,346.1350459,4068.363896,3554.268216,3087.296406
Lip1,24.08424842,39.27169331,47.18163882,21.98676062,28.90840562,5.125177731,52.1143014,58.4684265,45.64418187,59.24082848,54.74754446,52.86466448
CG7300,0,0,0,0,0,0,0,0,0,0,0,0
CG17108,258.0455188,260.3152242,143.2923846,57.50383548,95.75909362,112.7539101,648.0300087,301.9533807,188.6626184,287.3180181,149.8353848,139.2102831
CG7294,111.2462903,104.3504994,61.16138365,89.63833178,23.48807957,35.87624412,234.8919961,40.84780481,57.8159637,74.0510356,113.8172635,29.95664321
CG7296,1268.437083,953.7411232,856.2593712,417.7484519,162.6097816,415.1393962,1166.151904,284.332759,419.9264732,214.7480033,410.6065835,340.0960082
CG7299,1987.523929,811.2409789,1696.791529,317.9623844,321.6060125,10.25035546,689.5703938,409.2789855,621.5216098,351.0019088,194.4978553,42.29173158
CG7329,0,0,1.747468104,0,0,0,155.5876245,151.377159,169.6442093,94.78532557,121.0208878,137.4481277
w-cup,0,0,0,0,3.613550703,0,6843.589637,4809.628782,8381.793264,3147.169013,4941.68625,4993.948638
CG7384,1213.387373,1392.46204,847.5220306,2447.295586,2995.633533,2508.774499,1015.851237,886.6376456,349.1779913,1543.223582,1398.943834,1337.476011
CG17127,0,0,0,0,0,0,3.021118921,1.601874699,0,0,0,7.048621931
CG31870,0,0,0,0,0,0,2223.543526,2069.622111,2092.785739,1857.199973,3907.245805,2003.570784
CG6508,0,0,0.873734052,0,0,0,0,0,1.521472729,0,0,0
CG17134,6796.34553,8015.913628,4264.695909,17284.97643,17912.37083,15032.14629,14318.59313,14472.9379,6814.676353,16596.3181,15179.47706,17762.52727
Stam,6813.548564,7554.751744,4518.952518,14448.68431,11995.18156,14545.2544,8870.760433,7206.033331,4968.369197,17351.63866,14993.62356,15353.66072
CG12517,0,0,0,0,0,2.562588866,1.510559461,5.606561445,15.21472729,0,2.881449709,7.048621931
CG14072,92.89638675,184.0159344,93.48954359,108.2425138,139.1217021,133.254621,253.7739894,259.5037012,235.828273,299.1661838,374.5884621,359.4797185
YL-1,1587.266658,1724.58836,1631.261475,1594.88579,1783.287272,1804.062561,1660.104847,1624.300944,1443.116884,1666.148301,2094.813938,1806.20937
CG16743,12224.47638,12721.78453,12302.17546,16672.72971,13933.85151,16528.69818,10841.28525,10471.4549,10117.79365,13554.30156,14804.8886,14837.34916
SCAR,3717.002339,3791.401477,3186.508088,6470.872781,6992.22061,6229.653532,3633.650783,3841.295527,3163.90254,6637.934832,5555.435038,6216.884543
CG12253,144.5054905,173.9174989,129.3126397,169.1289279,110.2132964,161.4430985,250.7528705,267.5130747,281.4724549,248.8114796,276.619172,253.7503895
TTLL4A,6034.824532,10257.76629,11053.60949,13604.73096,18358.64434,2457.522722,9002.934386,8712.596485,12610.72671,6830.467524,14669.46047,8141.15833
lectin-33A,113.5400283,135.767854,57.66644745,104.8599353,160.8030063,74.3150771,64.95405681,43.25061686,42.60123641,77.01307703,100.8507398,40.5295761
Acp32CD,0,6.732290281,5.242404313,16.91289279,0,0,7.552797304,7.208436143,1.521472729,14.81020712,5.762899417,14.09724386
CG14913,0,0,10.48480863,16.91289279,3.613550703,5.125177731,6.042237843,14.41687229,14.45399093,0,5.762899417,0
CG18666,0,0,1.747468104,0,0,0,299.846053,305.1571301,277.6687731,339.1537431,440.8618054,410.5822275
Samuel,2435.949697,2498.801743,1673.20071,4879.369569,4282.057583,4494.78087,2808.130038,2416.427983,1871.411457,4774.810776,3937.501027,4239.746091
Art8,6.881213834,11.2204838,10.48480863,0,0,7.687766597,4.531678382,7.208436143,17.49693638,0,10.08507398,5.286466448
RpL9,131677.7611,138566.2427,152522.5111,156447.6409,154332.9437,170268.6546,83648.7407,106033.6929,81363.79713,132391.4035,137092.1735,132924.6745
aub,75.69335217,84.15362851,78.6360647,37.20836413,52.39648519,25.62588866,664.6461627,721.6445517,1355.632202,585.0031813,508.5758736,556.8411325
piwi,348.6481676,333.2483689,412.4024726,153.9073244,166.2233323,207.5696981,197.8832894,162.5902819,330.9203186,118.481657,118.1394381,207.934347
ATPsynG,24698.97019,27804.35886,33185.29304,25768.48345,25616.46093,32803.70007,14555.75096,21124.72259,17450.53147,20643.94771,25812.02649,30302.02568
abo,661.743397,675.4731249,536.4727081,906.5310535,1009.987421,1301.795144,842.8921791,841.7851541,1009.497156,1015.980208,1067.577117,999.1421587
CG33129,62733.73278,65028.31387,73391.03918,59798.91503,69952.92128,69607.60135,46261.63876,53059.69658,41447.19935,53854.35615,52759.34416,51146.56289
CG14069,0,0,0,0,0,0,52.86958113,50.459053,50.96933642,50.35470421,100.8507398,14.09724386
CG7309,0,0,0,0,0,0,2243.936079,1919.846826,3045.988404,1347.728848,2129.391335,1526.026648
CG14070,2.293737945,0,1.747468104,3.382578558,0,2.562588866,685.7939952,661.5742505,789.6443464,647.2060512,559.0012435,671.3812389
CG14071,0,0,0,0,0,0,411.6274531,372.4358674,311.9019095,300.6472046,685.7850306,359.4797185
aurB,569.9938792,857.2449625,607.2451663,578.4209334,498.669997,404.8890408,812.6809899,989.9585637,962.3315011,870.8401787,1050.288419,965.6612045
Dnz1,1081.497441,981.7923327,970.718532,845.6446394,775.1066257,953.283058,1205.42645,1060.44105,1197.399038,971.5495871,1187.15728,1275.800569
Porin2,20.6436415,38.14964493,41.93923451,3.382578558,3.613550703,0,3465.223403,3146.081908,3368.540622,2535.507459,4228.527447,2393.007145
CG6700,2080.420316,2041.006004,2211.420886,2213.897666,1933.249626,2367.832112,2536.984614,2378.783927,2705.939249,2088.239204,2960.689576,2223.840219
CG31869,96.33699367,84.15362851,105.7218203,71.03414971,66.850688,71.75248823,87.61244872,80.89467228,147.5828547,63.68389062,74.91769242,35.24310965
CG6724,3362.619827,3314.530915,5613.741285,908.2223427,1199.698833,1250.543366,1775.662646,2435.650479,3052.074295,790.8650603,966.7263772,752.4403911
CG14915,0,0,0,0,0,0,0,0,0,0,0,0
CG16854,0,2.24409676,5.242404313,3.382578558,0,0,819.4785074,784.1176649,1365.521774,629.4338026,668.4963324,761.2511685
Wdr59,1543.685637,1505.788926,1221.480205,3074.763909,2755.332411,2511.337088,2475.806956,2068.821173,2037.251984,3116.067578,2462.198776,2662.616934
Gr32a,14.90929664,4.488193521,19.22214915,18.60418207,18.06775351,15.37553319,32.47702841,15.21780964,34.2331364,41.46857994,43.22174563,31.71879869
CG4751,1312.018104,1248.839847,1210.121662,1310.749191,1449.033832,1304.357733,1376.874948,1339.167248,1783.926775,1438.071111,1142.494809,1222.935905
hgo,6.881213834,2.24409676,20.96961725,0,0,0,9.063356764,8.009373493,28.90798185,2.962041424,2.881449709,0
Boh2,278.6891603,389.3507879,294.4483756,287.5191774,363.1618456,351.0746746,454.6783977,509.3961541,515.7792552,527.2433735,404.8436841,697.8135711
Ppt2,1509.279567,1687.560764,1077.314086,3127.193877,2860.125381,3274.98857,1738.653939,1310.333503,785.8406646,3946.920198,3542.742417,3148.971848
mre11,393.3760575,419.6460942,427.2559515,238.4717883,285.4705055,128.1294433,364.04483,456.5342891,574.3559552,306.5712874,273.7377223,280.1827217
cmet,455.306982,471.2603197,467.4477179,272.2975739,274.6298534,233.1955868,1861.009256,1597.069074,3236.172495,1130.018803,1169.868582,1113.682265
Vm32E,0,0,0,0,0,0,0,0,0,0,0,3.524310965
CG6287,18370.5472,23575.35852,18960.90267,35999.0923,29737.71551,33854.3615,28232.35632,23336.11061,13338.75142,29666.32588,34633.58477,26353.03524
Gyc32E,6.881213834,0,3.494936209,0,5.420326054,0,30.21118921,11.21312289,41.07976368,7.40510356,5.762899417,10.5729329
CG31867,0,0,0,5.073867837,0,0,188.8199326,146.5715349,164.3190547,191.0516719,239.1603258,183.2641702
RfC38,723.6743215,877.4418333,1140.222938,515.84323,590.8155399,530.4558952,573.2573153,762.4923565,815.5093828,542.0535806,576.2899417,637.9002847
Csl4,871.6204189,866.2213495,1538.645666,202.9547135,325.2195632,258.8214754,535.4933288,770.50173,812.4664373,309.5333288,422.1323823,525.1223338
CG14921,8.028082806,2.24409676,25.33828751,6.765157115,3.613550703,0,970.5344535,1038.014805,1010.257892,659.0542169,899.0123091,856.4075646
CG6230,10342.46439,8169.634256,9663.498617,7972.73766,9212.747516,7995.27726,11202.30896,10802.24203,13725.20549,7711.674848,7635.841728,8356.141299
Idua,402.5510093,473.5044164,370.4632381,1385.165919,1107.55329,1309.48291,549.8436437,508.5952168,307.3374913,1276.639854,1146.816984,898.6992962
Reps,5160.910375,4683.429939,4636.032881,6633.236552,7133.149087,6716.545417,4228.055931,4436.391978,4412.270914,6554.997672,4909.990303,5406.293021
AstCC,2.293737945,3.366145141,1.747468104,3.382578558,10.84065211,5.125177731,31.72174868,16.81968433,10.6503091,2.962041424,25.93304738,3.524310965
AstC,18.34990356,41.51579007,20.96961725,3.382578558,14.45420281,5.125177731,12.83975542,28.03280722,28.90798185,5.924082848,69.15479301,7.048621931
salr,135.3305387,164.9411119,82.13100091,86.25575322,68.65746335,84.56543256,155.5876245,120.9415397,192.4663002,82.93715988,89.32494097,52.86466448
sala,0,0,0,0,0,0,0,0,0,0,0,0
spz4,18.34990356,4.488193521,17.47468104,10.14773567,3.613550703,64.06472164,1.510559461,10.41218554,10.6503091,1.481020712,5.762899417,37.00526514
CG31706,45.87475889,76.29928985,53.29777718,42.28223197,37.94228238,38.43883298,45.31678382,69.68154939,92.04910011,26.65837282,59.06971903,58.15113093
CG31705,41032.67809,44678.84445,36693.33526,90431.54645,84034.92837,86776.94675,51883.94108,41386.03471,28688.88978,90891.72212,90512.09825,73275.71144
CG14930,0,0,0,0,0,0,0,0,0,0,0,0
Dlg5,2741.016844,2051.104439,2214.915822,3396.108872,3207.026249,3203.236082,2333.059087,2130.493349,2575.092594,2945.750196,2810.854191,2625.611669
CG14926,0,0,0,0,0,0,2783.205806,2781.655414,2886.233767,2261.518627,3770.376944,2030.003116
kek2,18.34990356,15.70867732,27.95948967,16.91289279,34.32873168,5.125177731,20.39255272,13.61593494,143.0184365,28.13939353,20.17014796,58.15113093
CG4983,0,0,0,0,0,0,2899.518885,2480.502971,2696.810412,1934.21305,3717.070124,2142.781067
CG4988,0,0,0,0,0,0,1422.947012,1267.883824,1378.454293,1371.425179,1842.687089,1332.189545
Vha100-5,4746.890676,1744.785231,1341.18177,644.3812152,1445.420281,891.7809252,964.4922157,1098.886043,969.1781284,730.1432111,544.5939949,424.6794713
CG14931,2.293737945,4.488193521,5.242404313,11.83902495,0,20.50071092,758.3008493,699.2183059,775.1903555,546.4966428,685.7850306,757.7268576
CG14932,14.90929664,6.732290281,12.23227673,0,0,23.06329979,712.9840655,686.4033083,929.6198375,790.8650603,792.3986699,778.8727234
CycY,5019.845492,4791.146583,4451.674996,6892.003811,7615.558106,6562.790085,4592.100761,4577.356951,4600.933533,6432.072953,5582.80881,5489.114329
crol,10922.78009,9748.356327,9929.987503,12454.65425,11285.11884,10578.36684,8956.862322,8997.730182,9017.768865,10309.38518,8988.682366,9186.116531
CG14937,41.287283,6.732290281,49.80284098,50.73867837,39.74905773,43.56401071,52.1143014,40.84780481,82.15952737,26.65837282,60.51044388,40.5295761
Tsp33B,0,2.24409676,1.747468104,0,0,0,944.099663,823.3635951,892.3437556,682.7505483,862.9941877,718.9594369
